I#ID	Name
G2978	PNPLA6
G2979	PET100
G2980	STXBP2
G2981	RETN
G2982	TRAPPC5
G2983	FCER2
G2984	CLEC4G
G2985	CD209
G2986	CLEC4M
G2987	PRR36
G2988	LRRC8E
G2989	MAP2K7
G2990	TIMM44
G2991	CD320
G2992	NDUFA7
G2993	RPS28
G2994	ANGPTL4
G2995	HNRNPM
G2996	MYO1F
G2997	ADAMTS10
G2998	OR2Z1
G2999	MUC16
G3000	OR7G1
G3001	OR7D4
G3002	ZNF560
G3003	PIN1
G3004	COL5A3
G3005	RDH8
G3006	PPAN
G3007	P2RY11
G3008	EIF3G
G3009	DNMT1
G3010	S1PR2
G3011	ICAM1
G3012	ICAM4
G3013	FDX2
G3014	TYK2
G3015	PDE4A
G3016	ILF3
G3017	DNM2
G3018	SMARCA4
G3019	LDLR
G3020	KANK2
G3021	DOCK6
G3022	EPOR
G3023	PRKCSH
G3024	ACP5
G3025	ZNF136
G3026	MAN2B1
G3027	WDR83
G3028	GET3
G3029	PRDX2
G3030	RNASEH2A
G3031	MAST1
G3032	KLF1
G3033	GCDH
G3034	SYCE2
G3035	CALR
G3036	NFIX
G3037	LYL1
G3038	TRMT1
G3039	CACNA1A
G3040	MRI1
G3041	CC2D1A
G3042	RFX1
G3043	PRKACA
G3044	ADGRE5
G3045	DDX39A
G3046	TECR
G3047	ADGRE2
G3048	NOTCH3
G3049	AKAP8
G3050	RASAL3
G3051	CYP4F22
G3052	CYP4F8
G3053	CYP4F3
G3054	CYP4F12
G3055	CYP4F2
G3056	CYP4F11
G3057	TPM4
G3058	CALR3
G3059	NWD1
G3060	F2RL3
G3061	CPAMD8
G3062	MYO9B
G3063	GTPBP3
G3064	UNC13A
G3065	B3GNT3
G3066	INSL3
G3067	JAK3
G3068	SLC5A5
G3069	KCNN1
G3070	IL12RB1
G3071	PIK3R2
G3072	PDE4C
G3073	PGPEP1
G3074	ISYNA1
G3075	UBA52
G3076	CRLF1
G3077	COMP
G3078	CERS1
G3079	GDF1
G3080	HOMER3
G3081	SLC25A42
G3082	RFXANK
G3083	TSSK6
G3084	NDUFA13
G3085	ZNF431
G3086	ZNF100
G3087	C19orf12
G3088	URI1
G3089	TSHZ3
G3090	RGS9BP
G3091	SLC7A9
G3092	CEBPA
G3093	PEPD
G3094	CHST8
G3095	GPI
G3096	ZNF302
G3097	SCN1B
G3098	FXYD5
G3099	USF2
G3100	HAMP
G3101	MAG
G3102	KRTDAP
G3103	GAPDHS
G3104	COX6B1
G3105	KMT2B
G3106	PSENEN
G3107	HSPB6
G3108	NPHS1
G3109	KIRREL2
G3110	TYROBP
G3111	SDHAF1
G3112	SYNE4
G3113	WDR62
G3114	ZNF420
G3115	ZFP30
G3116	SIPA1L3
G3117	SPINT2
G3118	FAM98C
G3119	RYR1
G3120	ACTN4
G3121	NFKBIB
G3122	SARS2
G3123	MRPS12
G3124	FBXO17
G3125	PAK4
G3126	IFNL3
G3127	IFNL4
G3128	PLEKHG2
G3129	TIMM50
G3130	DLL3
G3131	CLC
G3132	DYRK1B
G3133	AKT2
G3134	PLD3
G3135	HIPK4
G3136	PRX
G3137	SPTBN4
G3138	LTBP4
G3139	COQ8B
G3140	ITPKC
G3141	CYP2A6
G3142	CYP2A7
G3143	CYP2B6
G3144	CYP2A13
G3145	CYP2F1
G3146	CYP2S1
G3147	TGFB1
G3148	B9D2
G3149	BCKDHA
G3150	RPS19
G3151	CD79A
G3152	ATP1A3
G3153	POU2F2
G3154	ZNF526
G3155	ERF
G3156	CIC
G3157	MEGF8
G3158	LIPE
G3159	CEACAM1
G3160	ETHE1
G3161	XRCC1
G3162	IRGQ
G3163	PLAUR
G3164	SMG9
G3165	KCNN4
G3166	ZNF223
G3167	ZNF224
G3168	ZNF112
G3169	IGSF23
G3170	PVR
G3171	CEACAM16
G3172	BCL3
G3173	CBLC
G3174	BCAM
G3175	NECTIN2
G3176	TOMM40
G3177	APOE
G3178	APOC1
G3179	APOC2
G3180	TRAPPC6A
G3181	BLOC1S3
G3182	EXOC3L2
G3183	ERCC2
G3184	ERCC1
G3185	FOSB
G3186	RTN2
G3187	OPA3
G3188	SIX5
G3189	DMPK
G3190	HIF3A
G3191	PPP5C
G3192	CCDC8
G3193	CALM3
G3194	FKRP
G3195	AP2S1
G3196	ARHGAP35
G3197	ZC3H4
G3198	BBC3
G3199	MEIS3
G3200	KPTN
G3201	ZNF541
G3202	CRX
G3203	SULT2A1
G3204	PLA2G4C
G3205	LIG1
G3206	CARD8
G3207	GRIN2D
G3208	GRWD1
G3209	SULT2B1
G3210	SPHK2
G3211	FUT2
G3212	FUT1
G3213	FGF21
G3214	BCAT2
G3215	PLEKHA4
G3216	DHDH
G3217	BAX
G3218	FTL
G3219	GYS1
G3220	RUVBL2
G3221	LHB
G3222	NTF4
G3223	TRPM4
G3224	CD37
G3225	ALDH16A1
G3226	PRR12
G3227	RRAS
G3228	IRF3
G3229	PRMT1
G3230	CPT1C
G3231	FUZ
G3232	MED25
G3233	PTOV1
G3234	PNKP
G3235	IL4I1
G3236	NUP62
G3237	SIGLEC11
G3238	ZNF473
G3239	MYH14
G3240	KCNC3
G3241	POLD1
G3242	MYBPC2
G3243	ACP4
G3244	KLK1
G3245	KLK15
G3246	KLK3
G3247	KLK2
G3248	KLK4
G3249	KLK6
G3250	KLK9
G3251	ETFB
G3252	LIM2
G3253	SIGLEC6
G3254	FPR1
G3255	PPP2R1A
G3256	ZNF534
G3257	ZNF83
G3258	ZNF331
G3259	NLRP12
G3260	PRKCG
G3261	PRPF31
G3262	MBOAT7
G3263	TSEN34
G3264	LILRA2
G3265	KIR3DL3
G3266	KIR2DL3
G3267	KIR2DL1
G3268	KIR3DL1
G3269	KIR3DL2
G3270	NLRP7
G3271	NLRP2
G3272	GP6
G3273	RDH13
G3274	TNNT1
G3275	TNNI3
G3276	DNAAF3
G3277	SSC5D
G3278	FIZ1
G3279	U2AF2
G3280	NLRP9
G3281	NLRP11
G3282	NLRP4
G3283	NLRP13
G3284	NLRP8
G3285	NLRP5
G3286	ZNF787
G3287	GALP
G3288	ZNF582
G3289	ZIM2-AS1
G3290	ZIM2
G3291	PEG3
G3292	MIMT1
G3293	ZNF264
G3294	AURKC
G3295	ZNF304
G3296	ZNF772
G3297	ZNF419
G3298	ZNF211
G3299	ZNF154
G3300	ZNF776
G3301	ZNF606
G3302	SLC27A5
G3303	TRIM28
G3304	ACP1
G3305	SNTG2
G3306	TPO
G3307	PXDN
G3308	MYT1L
G3309	RNASEH1
G3310	RPS7
G3311	COLEC11
G3312	SOX11
G3313	KIDINS220
G3314	ADAM17
G3315	KLF11
G3316	ODC1
G3317	ATP6V1C2
G3318	KCNF1
G3319	ROCK2
G3320	GREB1
G3321	LPIN1
G3322	TRIB2
G3323	NBAS
G3324	MYCN
G3325	GEN1
G3326	KCNS3
G3327	WDR35
G3328	MATN3
G3329	SDC1
G3330	APOB
G3331	ATAD2B
G3332	TP53I3
G3333	ITSN2
G3334	NCOA1
G3335	PTRHD1
G3336	POMC
G3337	DNMT3A
G3338	ASXL2
G3339	HADHA
G3340	HADHB
G3341	DRC1
G3342	OTOF
G3343	KCNK3
G3344	AGBL5
G3345	EMILIN1
G3346	KHK
G3347	CAD
G3348	UCN
G3349	MPV17
G3350	EIF2B4
G3351	ZNF513
G3352	IFT172
G3353	GCKR
G3354	BABAM2
G3355	PLB1
G3356	PPP1CB
G3357	PCARE
G3358	ALK
G3359	GALNT14
G3360	XDH
G3361	SRD5A2
G3362	SPAST
G3363	NLRC4
G3364	RASGRP3
G3365	VIT
G3366	EIF2AK2
G3367	CEBPZ
G3368	NDUFAF7
G3369	CYP1B1
G3370	SOS1
G3371	MAP4K3
G3372	THADA
G3373	DYNC2LI1
G3374	ABCG5
G3375	ABCG8
G3376	LRPPRC
G3377	PPM1B
G3378	SLC3A1
G3379	PREPL
G3380	CAMKMT
G3381	SIX3
G3382	SIX2
G3383	EPAS1
G3384	CRIPT
G3385	MCFD2
G3386	TTC7A
G3387	CALM2
G3388	EPCAM
G3389	MSH2
G3390	MSH6
G3391	FBXO11
G3392	STON1-GTF2A1L
G3393	LHCGR
G3394	FSHR
G3395	NRXN1
G3396	ERLEC1
G3397	SPTBN1
G3398	RTN4
G3399	CLHC1
G3400	RPS27A
G3401	MTIF2
G3402	CCDC88A
G3403	PNPT1
G3404	EFEMP1
G3405	VRK2
G3406	FANCL
G3407	BCL11A
G3408	PEX13
G3409	FAM161A
G3410	EHBP1
G3411	WDPCP
G3412	VPS54
G3413	SLC1A4
G3414	MEIS1
G3415	PROKR1
G3416	BMP10
G3417	ANTXR1
G3418	GFPT1
G3419	NFU1
G3420	ASPRV1
G3421	PCBP1
G3422	TIA1
G3423	FAM136A
G3424	TGFA
G3425	ADD2
G3426	FIGLA
G3427	CD207
G3428	VAX2
G3429	ATP6V1B1
G3430	MCEE
G3431	DYSF
G3432	CYP26B1
G3433	EXOC6B
G3434	SPR
G3435	CCT7
G3436	FBXO41
G3437	ALMS1
G3438	STAMBP
G3439	ACTG2
G3440	DGUOK
G3441	BOLA3
G3442	MTHFD2
G3443	SLC4A5
G3444	DCTN1
G3445	MOGS
G3446	AUP1
G3447	HTRA2
G3448	LOXL3
G3449	DOK1
G3450	TACR1
G3451	LRRTM4
G3452	REG1A
G3453	REG3A
G3454	SUCLG1
G3455	DNAH6
G3456	TGOLN2
G3457	ELMOD3
G3458	MAT2A
G3459	GGCX
G3460	VAMP8
G3461	SFTPB
G3462	ST3GAL5
G3463	POLR1A
G3464	REEP1
G3465	KDM3A
G3466	CD8A
G3467	THNSL2
G3468	EIF2AK3
G3469	RPIA
G3470	ZNF2
G3471	ADRA2B
G3472	TMEM127
G3473	SNRNP200
G3474	ITPRIPL1
G3475	LMAN2L
G3476	CNNM4
G3477	ZAP70
G3478	VWA3B
G3479	CNGA3
G3480	INPP4A
G3481	COA5
G3482	LIPT1
G3483	AFF3
G3484	CHST10
G3485	NPAS2
G3486	IL18RAP
G3487	SLC9A2
G3488	TGFBRAP1
G3489	FHL2
G3490	RGPD3
G3491	ST6GAL2
G3492	SLC5A7
G3493	RANBP2
G3494	EDAR
G3495	NPHP1
G3496	BUB1
G3497	BCL2L11
G3498	MERTK
G3499	TMEM87B
G3500	SLC20A1
G3501	CKAP2L
G3502	IL1A
G3503	IL1B
G3504	IL37
G3505	IL36RN
G3506	IL1RN
G3507	PAX8
G3508	EN1
G3509	STEAP3
G3510	SCTR
G3511	GLI2
G3512	RNU4ATAC
G3513	GYPC
G3514	BIN1
G3515	CYP27C1
G3516	ERCC3
G3517	PROC
G3518	MYO7B
G3519	LIMS2
G3520	HS6ST1
G3521	SMPD4
G3522	TUBA3E
G3523	CCDC115
G3524	CFC1
G3525	TUBA3D
G3526	GPR39
G3527	MGAT5
G3528	CCNT2
G3529	RAB3GAP1
G3530	LCT
G3531	MCM6
G3532	DARS1
G3533	CXCR4
G3534	HNMT
G3535	LRP1B
G3536	KYNU
G3537	ZEB2
G3538	ORC4
G3539	MBD5
G3540	KIF5C
G3541	MMADHC
G3542	RIF1
G3543	NEB
G3544	CACNB4
G3545	ARL6IP6
G3546	NR4A2
G3547	GPD2
G3548	ACVR1
G3549	BAZ2B
G3550	ITGB6
G3551	TBR1
G3552	SLC4A10
G3553	FAP
G3554	IFIH1
G3555	KCNH7
G3556	GRB14
G3557	SCN3A
G3558	SCN2A
G3559	GALNT3
G3560	TTC21B
G3561	SCN1A
G3562	SCN9A
G3563	SCN7A
G3564	B3GALT1
G3565	STK39
G3566	G6PC2
G3567	ABCB11
G3568	LRP2
G3569	BBS5
G3570	KLHL41
G3571	SSB
G3572	MYO3B
G3573	GAD1
G3574	DCAF17
G3575	SLC25A12
G3576	DLX1
G3577	DLX2
G3578	ITGA6
G3579	MAP3K20
G3580	CDCA7
G3581	SP3
G3582	OLA1
G3583	WIPF1
G3584	CHRNA1
G3585	CHN1
G3586	ATF2
G3587	EVX2
G3588	HOXD13
G3589	HOXD10
G3590	HOXD9
G3591	HOXD4
G3592	AGPS
G3593	PDE11A
G3594	PRKRA
G3595	PJVK
G3596	TTN-AS1
G3597	TTN
G3598	ITGA4
G3599	CERKL
G3600	NEUROD1
G3601	FRZB
G3602	ZNF804A
G3603	FSIP2
G3604	TFPI
G3605	DIRC1
G3606	COL3A1
G3607	COL5A2
G3608	SLC40A1
G3609	PMS1
G3610	MSTN
G3611	HIBCH
G3612	STAT1
G3613	STAT4
G3614	HECW2
G3615	GTF3C3
G3616	PGAP1
G3617	SF3B1
G3618	HSPD1
G3619	HSPE1
G3620	MARS2
G3621	SATB2
G3622	NDUFB3
G3623	CFLAR
G3624	CASP10
G3625	CASP8
G3626	STRADB
G3627	C2CD6
G3628	TMEM237
G3629	MPP4
G3630	ALS2
G3631	SUMO1
G3632	BMPR2
G3633	CYP20A1
G3634	CD28
G3635	CTLA4
G3636	ICOS
G3637	NRP2
G3638	NDUFS1
G3639	ZDBF2
G3640	ADAM23
G3641	FASTKD2
G3642	CPO
G3643	KLF7
G3644	CREB1
G3645	FZD5
G3646	CRYGD
G3647	CRYGC
G3648	CRYGB
G3649	CRYGA
G3650	IDH1
G3651	PIKFYVE
G3652	MAP2
G3653	UNC80
G3654	ACADL
G3655	CPS1
G3656	ERBB4
G3657	BARD1
G3658	ABCA12
G3659	ATIC
G3660	FN1
G3661	XRCC5
G3662	SMARCAL1
G3663	CXCR2
G3664	CXCR1
G3665	AAMP
G3666	PNKD
G3667	SLC11A1
G3668	CTDSP1
G3669	ZNF142
G3670	BCS1L
G3671	STK36
G3672	CYP27A1
G3673	PRKAG3
G3674	WNT6
G3675	WNT10A
G3676	FEV
G3677	CRYBA2
G3678	CFAP65
G3679	IHH
G3680	NHEJ1
G3681	ABCB6
G3682	TUBA4A
G3683	DNAJB2
G3684	PTPRN
G3685	DES
G3686	SPEG
G3687	GMPPA
G3688	OBSL1
G3689	SLC4A3
G3690	PAX3
G3691	CCDC140
G3692	SCG2
G3693	AP1S3
G3694	MRPL44
G3695	SERPINE2
G3696	CUL3
G3697	DOCK10
G3698	IRS1
G3699	COL4A4
G3700	COL4A3
G3701	MFF
G3702	TM4SF20
G3703	SLC19A3
G3704	TRIP12
G3705	SP110
G3706	SP140
G3707	SP100
G3708	GPR55
G3709	PDE6D
G3710	DIS3L2
G3711	ALPP
G3712	ECEL1
G3713	PRSS56
G3714	CHRND
G3715	CHRNG
G3716	EFHD1
G3717	GIGYF2
G3718	KCNJ13
G3719	INPP5D
G3720	ATG16L1
G3721	SAG
G3722	DGKD
G3723	UGT1A1
G3724	MROH2A
G3725	SPP2
G3726	SH3BP4
G3727	AGAP1
G3728	ASB18
G3729	COL6A3
G3730	MLPH
G3731	PER2
G3732	TRAF3IP1
G3733	TWIST2
G3734	HDAC4
G3735	NDUFA10
G3736	CAPN10
G3737	KIF1A
G3738	AGXT
G3739	PASK
G3740	ANO7
G3741	BOK
G3742	D2HGDH
G3743	GAL3ST2
G3744	PDCD1
G3745	RBCK1
G3746	TBC1D20
G3747	CSNK2A1
G3748	SLC52A3
G3749	RSPO4
G3750	SDCBP2
G3751	PDYN
G3752	TGM3
G3753	TGM6
G3754	SNRPB
G3755	TMC2
G3756	NOP56
G3757	IDH3B
G3758	C20orf141
G3759	AVP
G3760	ITPA
G3761	SLC4A11
G3762	ATRN
G3763	CDC25B
G3764	MAVS
G3765	PANK2
G3766	PRNP
G3767	SLC23A2
G3768	TMEM230
G3769	PCNA
G3770	PROKR2
G3771	CHGB
G3772	MCM8
G3773	FERMT1
G3774	BMP2
G3775	HAO1
G3776	PLCB1
G3777	PLCB4
G3778	SNAP25
G3779	MKKS
G3780	JAG1
G3781	SPTLC3
G3782	NDUFAF5
G3783	MACROD2
G3784	FLRT3
G3785	KIF16B
G3786	BFSP1
G3787	OVOL2
G3788	MGME1
G3789	SEC23B
G3790	RIN2
G3791	KIZ
G3792	NKX2-2
G3793	PAX1
G3794	THBD
G3795	NAPB
G3796	CST3
G3797	VSX1
G3798	ABHD12
G3799	ZNF337
G3800	REM1
G3801	HM13
G3802	ID1
G3803	COX4I2
G3804	BCL2L1
G3805	MYLK2
G3806	HCK
G3807	POFUT1
G3808	ASXL1
G3809	DNMT3B
G3810	SUN5
G3811	BPIFB2
G3812	SNTA1
G3813	E2F1
G3814	ZNF341
G3815	CHMP4B
G3816	ASIP
G3817	AHCY
G3818	ITCH
G3819	PIGU
G3820	ACSS2
G3821	GSS
G3822	MYH7B
G3823	PROCR
G3824	EIF6
G3825	FAM83C
G3826	UQCC1
G3827	GDF5
G3828	CEP250
G3829	NFS1
G3830	RBM39
G3831	EPB41L1
G3832	SLA2
G3833	SAMHD1
G3834	MROH8
G3835	RPN2
G3836	SRC
G3837	NNAT
G3838	KIAA1755
G3839	BPI
G3840	LBP
G3841	MAFB
G3842	TOP1
G3843	ZHX3
G3844	CHD6
G3845	PTPRT
G3846	SRSF6
G3847	L3MBTL1
G3848	SGK2
G3849	IFT52
G3850	JPH2
G3851	HNF4A
G3852	ADA
G3853	STK4
G3854	SLPI
G3855	MATN4
G3856	PIGT
G3857	NEURL2
G3858	CTSA
G3859	PLTP
G3860	ZNF335
G3861	MMP9
G3862	SLC12A5
G3863	CD40
G3864	ELMO2
G3865	SLC13A3
G3866	SLC2A10
G3867	EYA2
G3868	NCOA3
G3869	ARFGEF2
G3870	STAU1
G3871	KCNB1
G3872	PTGIS
G3873	UBE2V1
G3874	CEBPB
G3875	PTPN1
G3876	RIPOR3
G3877	ADNP
G3878	DPM1
G3879	SALL4
G3880	TSHZ2
G3881	CYP24A1
G3882	MC3R
G3883	AURKA
G3884	BMP7
G3885	RAE1
G3886	PCK1
G3887	ZBP1
G3888	PMEPA1
G3889	VAPB
G3890	STX16
G3891	GNAS-AS1
G3892	GNAS
G3893	CTSZ
G3894	TUBB1
G3895	ATP5F1E
G3896	EDN3
G3897	PHACTR3
G3898	SYCP2
G3899	PSMA7
G3900	SS18L1
G3901	OSBPL2
G3902	ADRM1
G3903	LAMA5
G3904	GATA5
G3905	OGFR
G3906	COL9A3
G3907	DIDO1
G3908	SLC17A9
G3909	BIRC7
G3910	CHRNA4
G3911	KCNQ2
G3912	EEF1A2
G3913	RTEL1
G3914	TNFRSF6B
G3915	SLC2A4RG
G3916	TPD52L2
G3917	DNAJC5
G3918	PRPF6
G3919	SOX18
G3920	TPTE
G3921	LIPI
G3922	NRIP1
G3923	CXADR
G3924	CHODL
G3925	TMPRSS15
G3926	APP
G3927	BACH1
G3928	CLDN8
G3929	SOD1
G3930	SCAF4
G3931	MRAP
G3932	CFAP298
G3933	SYNJ1
G3934	OLIG2
G3935	IFNAR2
G3936	IL10RB
G3937	IFNGR2
G3938	DNAJC28
G3939	GART
G3940	SON
G3941	ITSN1
G3942	KCNE2
G3943	KCNE1
G3944	RCAN1
G3945	RUNX1
G3946	CBR3
G3947	CHAF1B
G3948	CLDN14
G3949	SIM2
G3950	HLCS
G3951	VPS26C
G3952	DYRK1A
G3953	KCNJ6
G3954	ERG
G3955	BRWD1
G3956	GET1
G3957	MX1
G3958	TMPRSS2
G3959	RIPK4
G3960	UMODL1
G3961	TMPRSS3
G3962	UBASH3A
G3963	RSPH1
G3964	SLC37A1
G3965	PDE9A
G3966	NDUFV3
G3967	CBS
G3968	U2AF1
G3969	CRYAA
G3970	HSF2BP
G3971	CSTB
G3972	RRP1
G3973	TRAPPC10
G3974	AIRE
G3975	PFKL
G3976	CFAP410
G3977	TRPM2
G3978	TSPEAR
G3979	KRTAP10-3
G3980	UBE2G2
G3981	SUMO3
G3982	PTTG1IP
G3983	ITGB2
G3984	ADARB1
G3985	COL18A1
G3986	SLC19A1
G3987	COL6A1
G3988	COL6A2
G3989	FTCD
G3990	LSS
G3991	MCM3AP
G3992	PCNT
G3993	DIP2A
G3994	IL17RA
G3995	ADA2
G3996	CECR2
G3997	ATP6V1E1
G3998	PEX26
G3999	TUBA8
G4000	DGCR6
G4001	PRODH
G4002	DGCR2
G4003	ESS2
G4004	SLC25A1
G4005	CLTCL1
G4006	HIRA
G4007	CDC45
G4008	GP1BB
G4009	TBX1
G4010	TXNRD2
G4011	COMT
G4012	ARVCF
G4013	TANGO2
G4014	DGCR8
G4015	ZDHHC8
G4016	RTN4R
G4017	DGCR6L
G4018	SCARF2
G4019	PI4KA
G4020	SERPIND1
G4021	SNAP29
G4022	CRKL
G4023	LZTR1
G4024	MAPK1
G4025	VPREB1
G4026	BCR
G4027	IGLL1
G4028	CHCHD10
G4029	MMP11
G4030	SMARCB1
G4031	MIF
G4032	CABIN1
G4033	SPECC1L
G4034	ADORA2A
G4035	UPB1
G4036	GGT1
G4037	CRYBB3
G4038	CRYBB2
G4039	MYO18B
G4040	SEZ6L
G4041	HPS4
G4042	CRYBB1
G4043	CRYBA4
G4044	MIAT
G4045	MN1
G4046	CHEK2
G4047	XBP1
G4048	KREMEN1
G4049	EWSR1
G4050	GAS2L1
G4051	NEFH
G4052	NF2
G4053	LIF
G4054	SF3A1
G4055	SEC14L3
G4056	TCN2
G4057	MORC2
G4058	SMTN
G4059	LIMK2
G4060	PISD
G4061	DEPDC5
G4062	SLC5A1
G4063	FBXO7
G4064	SYN3
G4065	TIMP3
G4066	LARGE1
G4067	HMOX1
G4068	MB
G4069	RBFOX2
G4070	APOL4
G4071	APOL2
G4072	APOL1
G4073	MYH9
G4074	TXN2
G4075	CACNG2
G4076	IFT27
G4077	NCF4
G4078	CSF2RB
G4079	TST
G4080	KCTD17
G4081	TMPRSS6
G4082	RAC2
G4083	LGALS2
G4084	SH3BP1
G4085	TRIOBP
G4086	SOX10
G4087	BAIAP2L2
G4088	PLA2G6
G4089	CSNK1E
G4090	KCNJ4
G4091	DDX17
G4092	DMC1
G4093	CBY1
G4094	DNAL4
G4095	CBX7
G4096	PDGFB
G4097	SYNGR1
G4098	TAB1
G4099	CACNA1I
G4100	ADSL
G4101	MRTFA
G4102	MCHR1
G4103	XPNPEP3
G4104	EP300
G4105	ACO2
G4106	SNU13
G4107	CCDC134
G4108	TNFRSF13C
G4109	NAGA
G4110	NDUFA6
G4111	CYP2D6
G4112	TCF20
G4113	CYB5R3
G4114	A4GALT
G4115	SCUBE1
G4116	EFCAB6
G4117	PNPLA3
G4118	SAMM50
G4119	PARVB
G4120	PRR5
G4121	PRR5-ARHGAP8
G4122	UPK3A
G4123	FBLN1
G4124	ATXN10
G4125	PPARA
G4126	TRMU
G4127	CELSR1
G4128	ALG12
G4129	MLC1
G4130	TUBGCP6
G4131	HDAC10
G4132	MAPK11
G4133	PPP6R2
G4134	SBF1
G4135	NCAPH2
G4136	SCO2
G4137	TYMP
G4138	CPT1B
G4139	CHKB
G4140	MAPK8IP2
G4141	ARSA
G4142	SHANK3
G4143	CNTN6
G4144	CNTN4
G4145	IL5RA
G4146	TRNT1
G4147	CRBN
G4148	SUMF1
G4149	ITPR1
G4150	GRM7
G4151	CAV3
G4152	SETD5
G4153	MTMR14
G4154	BRPF1
G4155	OGG1
G4156	RPUSD3
G4157	CIDEC
G4158	JAGN1
G4159	IL17RC
G4160	CRELD1
G4161	FANCD2
G4162	FANCD2OS
G4163	VHL
G4164	GHRL
G4165	GHRLOS
G4166	ATP2B2
G4167	SLC6A1
G4168	SYN2
G4169	PPARG
G4170	TSEN2
G4171	RAF1
G4172	WNT7A
G4173	TMEM43
G4174	XPC
G4175	CCDC174
G4176	RBSN
G4177	COLQ
G4178	BTD
G4179	DAZL
G4180	SATB1
G4181	SGO1
G4182	RPL15
G4183	THRB
G4184	RARB
G4185	TOP2B
G4186	NGLY1
G4187	SLC4A7
G4188	EOMES
G4189	TGFBR2
G4190	STT3B
G4191	GPD1L
G4192	DYNC1LI1
G4193	GLB1
G4194	CRTAP
G4195	PDCD6IP
G4196	ARPP21
G4197	EPM2AIP1
G4198	MLH1
G4199	LRRFIP2
G4200	GOLGA4
G4201	ITGA9
G4202	PLCD1
G4203	DLEC1
G4204	ACAA1
G4205	MYD88
G4206	ACVR2B
G4207	SCN5A
G4208	SCN10A
G4209	SCN11A
G4210	WDR48
G4211	CSRNP1
G4212	XIRP1
G4213	CX3CR1
G4214	SLC25A38
G4215	RPSA
G4216	ENTPD3
G4217	CTNNB1
G4218	ULK4
G4219	VIPR1
G4220	KLHL40
G4221	CYP8B1
G4222	POMGNT2
G4223	ANO10
G4224	ABHD5
G4225	ZNF660
G4226	LARS2
G4227	SLC6A20
G4228	LZTFL1
G4229	CCR9
G4230	FYCO1
G4231	CCR2
G4232	CCR5
G4233	LTF
G4234	LRRC2
G4235	TMIE
G4236	MYL3
G4237	PTH1R
G4238	NBEAL2
G4239	SETD2
G4240	PTPN23
G4241	CSPG5
G4242	MAP4
G4243	ATRIP
G4244	TREX1
G4245	SHISA5
G4246	COL7A1
G4247	SLC26A6
G4248	CELSR3
G4249	SLC25A20
G4250	WDR6
G4251	DALRD3
G4252	NDUFAF3
G4253	IMPDH2
G4254	QARS1
G4255	USP19
G4256	LAMB2
G4257	KLHDC8B
G4258	USP4
G4259	GPX1
G4260	RHOA
G4261	AMT
G4262	NICN1
G4263	DAG1
G4264	BSN
G4265	APEH
G4266	MST1
G4267	RNF123
G4268	GMPPB
G4269	TRAIP
G4270	MST1R
G4271	RBM5
G4272	GNAT1
G4273	GNAI2
G4274	SEMA3B
G4275	HYAL1
G4276	RASSF1
G4277	ZMYND10
G4278	CACNA2D2
G4279	CISH
G4280	MAPKAPK3
G4281	DOCK3
G4282	MANF
G4283	PCBP4
G4284	ACY1
G4285	POC1A
G4286	TLR9
G4287	GLYCTK
G4288	DNAH1
G4289	BAP1
G4290	TNNC1
G4291	NISCH
G4292	PBRM1
G4293	GNL3
G4294	NEK4
G4295	ITIH1
G4296	ITIH4
G4297	RFT1
G4298	PRKCD
G4299	TKT
G4300	CACNA1D
G4301	CHDH
G4302	WNT5A
G4303	IL17RD
G4304	HESX1
G4305	APPL1
G4306	SLMAP
G4307	FLNB
G4308	DNASE1L3
G4309	PDHB
G4310	ACOX2
G4311	FHIT
G4312	CADPS
G4313	ATXN7
G4314	PRICKLE2
G4315	MAGI1
G4316	SLC25A26
G4317	SUCLG2
G4318	EOGT
G4319	LMOD3
G4320	FRMD4B
G4321	MITF
G4322	FOXP1
G4323	PROK2
G4324	PDZRN3
G4325	ZNF717
G4326	ROBO2
G4327	ROBO1
G4328	GBE1
G4329	CHMP2B
G4330	POU1F1
G4331	EPHA3
G4332	PROS1
G4333	ARL13B
G4334	ARL6
G4335	OR5AC2
G4336	OR5K1
G4337	CPOX
G4338	TFG
G4339	IMPG2
G4340	TRMT10C
G4341	NXPE3
G4342	ALCAM
G4343	CBLB
G4344	DPPA4
G4345	NECTIN3
G4346	CD96
G4347	SLC35A5
G4348	SIDT1
G4349	USF3
G4350	ATP6V1A
G4351	DRD3
G4352	ZBTB20
G4353	ARHGAP31
G4354	POGLUT1
G4355	PLA1A
G4356	NR1I2
G4357	GSK3B
G4358	HGD
G4359	STXBP5L
G4360	IQCB1
G4361	ILDR1
G4362	CD86
G4363	CASR
G4364	CSTA
G4365	PARP14
G4366	HSPBAP1
G4367	SLC49A4
G4368	ADCY5
G4369	MYLK
G4370	KALRN
G4371	UMPS
G4372	SLC12A8
G4373	ZNF148
G4374	ALDH1L1
G4375	UROC1
G4376	CHST13
G4377	MCM2
G4378	ABTB1
G4379	SEC61A1
G4380	GATA2
G4381	RAB7A
G4382	ACAD9
G4383	GP9
G4384	CNBP
G4385	MBD4
G4386	IFT122
G4387	RHO
G4388	TRH
G4389	COL6A5
G4390	COL6A6
G4391	ATP2C1
G4392	NEK11
G4393	MRPL3
G4394	ACP3
G4395	DNAJC13
G4396	ACAD11
G4397	UBA5
G4398	NPHP3
G4399	BFSP2
