I#ID	Name
G5832	RB1CC1
G5833	SOX17
G5834	RP1
G5835	LYN
G5836	RPS20
G5837	PLAG1
G5838	BPNT2
G5839	CYP7A1
G5840	TOX
G5841	CA8
G5842	CHD7
G5843	ASPH
G5844	GGH
G5845	TTPA
G5846	YTHDF3
G5847	BHLHE22
G5848	CYP7B1
G5849	MTFR1
G5850	PDE7A
G5851	DNAJC5B
G5852	CRH
G5853	SGK3
G5854	CSPP1
G5855	CPA6
G5856	PREX2
G5857	C8orf34
G5858	SULF1
G5859	EYA1
G5860	TRPA1
G5861	TERF1
G5862	TMEM70
G5863	JPH1
G5864	GDAP1
G5865	PEX2
G5866	FABP5
G5867	PMP2
G5868	IMPA1
G5869	LRRCC1
G5870	CA1
G5871	CA2
G5872	CNGB3
G5873	RIPK2
G5874	NBN
G5875	DECR1
G5876	RUNX1T1
G5877	TMEM67
G5878	PDP1
G5879	RAD54B
G5880	INTS8
G5881	CCNE2
G5882	NDUFAF6
G5883	GDF6
G5884	UQCRB
G5885	PTDSS1
G5886	POP1
G5887	VPS13B
G5888	POLR2K
G5889	SPAG1
G5890	PABPC1
G5891	GRHL2
G5892	RRM2B
G5893	UBR5
G5894	ODF1
G5895	KLF10
G5896	FZD6
G5897	CTHRC1
G5898	SLC25A32
G5899	RIMS2
G5900	DPYS
G5901	ZFPM2
G5902	ANGPT1
G5903	RSPO2
G5904	TRHR
G5905	TRPS1
G5906	RAD21
G5907	SLC30A8
G5908	EXT1
G5909	TNFRSF11B
G5910	CCN3
G5911	ENPP2
G5912	TAF2
G5913	COL14A1
G5914	MTBP
G5915	ZHX2
G5916	RNF139
G5917	NDUFB9
G5918	WASHC5
G5919	NSMCE2
G5920	MYC
G5921	ASAP1
G5922	EFR3A
G5923	KCNQ3
G5924	TG
G5925	CCN4
G5926	NDRG1
G5927	ZFAT
G5928	COL22A1
G5929	KCNK9
G5930	TRAPPC9
G5931	PTK2
G5932	JRK
G5933	PSCA
G5934	SLURP1
G5935	CYP11B1
G5936	CYP11B2
G5937	GPIHBP1
G5938	PYCR3
G5939	FAM83H
G5940	SCRIB
G5941	PUF60
G5942	EPPK1
G5943	PLEC
G5944	OPLAH
G5945	CYC1
G5946	DGAT1
G5947	SLC52A2
G5948	SLC39A4
G5949	VPS28
G5950	FOXH1
G5951	GPT
G5952	RECQL4
G5953	LRRC14
G5954	FOXD4
G5955	DOCK8
G5956	KANK1
G5957	DMRT1
G5958	DMRT2
G5959	SMARCA2
G5960	VLDLR
G5961	KCNV2
G5962	GLIS3
G5963	SLC1A1
G5964	AK3
G5965	JAK2
G5966	INSL6
G5967	IL33
G5968	GLDC
G5969	PTPRD
G5970	TYRP1
G5971	MPDZ
G5972	FREM1
G5973	CCDC171
G5974	BNC2
G5975	SLC24A2
G5976	IFNA21
G5977	KLHL9
G5978	IFNA2
G5979	MTAP
G5980	CDKN2A
G5981	CDKN2B
G5982	ELAVL2
G5983	TUSC1
G5984	IFT74
G5985	TEK
G5986	C9orf72
G5987	TOPORS
G5988	NDUFB6
G5989	APTX
G5990	B4GALT1
G5991	BAG1
G5992	NFX1
G5993	AQP7
G5994	AQP3
G5995	PRSS3
G5996	KIF24
G5997	FAM219A
G5998	DNAI1
G5999	CNTFR
G6000	SIGMAR1
G6001	GALT
G6002	IL11RA
G6003	PHF24
G6004	DNAJB5
G6005	VCP
G6006	FANCG
G6007	PIGO
G6008	UNC13B
G6009	RMRP
G6010	CCDC107
G6011	TPM2
G6012	CREB3
G6013	GBA2
G6014	NPR2
G6015	SPAG8
G6016	GNE
G6017	PAX5
G6018	GRHPR
G6019	EXOSC3
G6020	ALDH1B1
G6021	PRKACG
G6022	FXN
G6023	TJP2
G6024	MAMDC2
G6025	TRPM3
G6026	CEMIP2
G6027	GDA
G6028	TMC1
G6029	ALDH1A1
G6030	RORB
G6031	TRPM6
G6032	PCSK5
G6033	VPS13A
G6034	GNAQ
G6035	CEP78
G6036	PSAT1
G6037	UBQLN1
G6038	HNRNPK
G6039	NTRK2
G6040	GAS1
G6041	DAPK1
G6042	SECISBP2
G6043	SYK
G6044	AUH
G6045	ROR2
G6046	SPTLC1
G6047	IARS1
G6048	ASPN
G6049	IPPK
G6050	BICD2
G6051	FAM120AOS
G6052	PHF2
G6053	FBP1
G6054	AOPEP
G6055	FANCC
G6056	PTCH1
G6057	ERCC6L2
G6058	HSD17B3
G6059	CCDC180
G6060	TDRD7
G6061	XPA
G6062	FOXE1
G6063	NANS
G6064	GABBR2
G6065	ANKS6
G6066	GALNT12
G6067	TGFBR1
G6068	ALG2
G6069	NR4A3
G6070	INVS
G6071	CAVIN4
G6072	BAAT
G6073	ALDOB
G6074	RNF20
G6075	ABCA1
G6076	FKTN
G6077	TMEM38B
G6078	ZNF462
G6079	ELP1
G6080	FRRS1L
G6081	PTPN3
G6082	MUSK
G6083	ZFP37
G6084	PRPF4
G6085	ALAD
G6086	RGS3
G6087	KIF12
G6088	COL27A1
G6089	WHRN
G6090	TNFSF15
G6091	TNC
G6092	ASTN2
G6093	TRIM32
G6094	TLR4
G6095	CDK5RAP2
G6096	TRAF1
G6097	C5
G6098	GSN
G6099	NDUFA8
G6100	LHX6
G6101	MRRF
G6102	PTGS1
G6103	OR1N1
G6104	OR1L1
G6105	OR1L6
G6106	CRB2
G6107	NR5A1
G6108	SCAI
G6109	HSPA5
G6110	MVB12B
G6111	LMX1B
G6112	LRSAM1
G6113	STXBP1
G6114	TOR2A
G6115	SH2D3C
G6116	CDK9
G6117	MIR2861
G6118	FPGS
G6119	ENG
G6120	AK1
G6121	DPM2
G6122	SLC25A25
G6123	PTGES2
G6124	CIZ1
G6125	DNM1
G6126	COQ4
G6127	SLC27A4
G6128	ODF2
G6129	GLE1
G6130	SPTAN1
G6131	SET
G6132	ENDOG
G6133	LRRC8A
G6134	DOLK
G6135	NUP188
G6136	PTPA
G6137	TOR1A
G6138	USP20
G6139	FNBP1
G6140	ASS1
G6141	PRDM12
G6142	ABL1
G6143	LAMC3
G6144	NUP214
G6145	POMT1
G6146	RAPGEF1
G6147	SETX
G6148	TSC1
G6149	GFI1B
G6150	CEL
G6151	GBGT1
G6152	ABO
G6153	SURF1
G6154	ADAMTS13
G6155	ADAMTSL2
G6156	DBH
G6157	SARDH
G6158	VAV2
G6159	WDR5
G6160	COL5A1
G6161	FCN2
G6162	FCN1
G6163	MRPS2
G6164	OBP2A
G6165	SOHLH1
G6166	KCNT1
G6167	LHX3
G6168	GPSM1
G6169	CARD9
G6170	SNAPC4
G6171	PMPCA
G6172	INPP5E
G6173	NOTCH1
G6174	AGPAT2
G6175	RABL6
G6176	EDF1
G6177	C8G
G6178	ABCA2
G6179	FUT7
G6180	ENTPD2
G6181	MAN1B1
G6182	GRIN1
G6183	TPRN
G6184	SLC34A3
G6185	NSMF
G6186	DPH7
G6187	EHMT1
G6188	CACNA1B
G6189	PLCXD1
G6190	GTPBP6
G6191	PPP2R3B
G6192	SHOX
G6193	CRLF2
G6194	CSF2RA
G6195	SLC25A6
G6196	ASMTL-AS1
G6197	ASMTL
G6198	P2RY8
G6199	AKAP17A
G6200	ASMT
G6201	ZBED1
G6202	CD99
G6203	XG
G6204	GYG2
G6205	ARSD
G6206	ARSL
G6207	ARSF
G6208	LINC01546
G6209	MXRA5
G6210	PRKX
G6211	NLGN4X
G6212	VCX3A
G6213	PUDP
G6214	STS
G6215	PNPLA4
G6216	ANOS1
G6217	FAM9A
G6218	TBL1X
G6219	GPR143
G6220	SHROOM2
G6221	WWC3
G6222	CLCN4
G6223	MID1
G6224	HCCS
G6225	ARHGAP6
G6226	AMELX
G6227	MSL3
G6228	FRMPD4
G6229	PRPS2
G6230	TLR7
G6231	TLR8
G6232	FAM9C
G6233	ATXN3L
G6234	EGFL6
G6235	TRAPPC2
G6236	OFD1
G6237	GPM6B
G6238	GEMIN8
G6239	GLRA2
G6240	FANCB
G6241	MOSPD2
G6242	ASB9
G6243	ASB11
G6244	PIGA
G6245	VEGFD
G6246	PIR
G6247	BMX
G6248	ACE2
G6249	CLTRN
G6250	CA5B
G6251	ZRSR2
G6252	AP1S2
G6253	GRPR
G6254	CTPS2
G6255	SYAP1
G6256	TXLNG
G6257	REPS2
G6258	NHS
G6259	RAI2
G6260	BEND2
G6261	SCML2
G6262	CDKL5
G6263	RS1
G6264	PPEF1
G6265	PHKA2
G6266	ADGRG2
G6267	PDHA1
G6268	MAP3K15
G6269	SH3KBP1
G6270	BCLAF3
G6271	MAP7D2
G6272	RPS6KA3
G6273	CNKSR2
G6274	SMPX
G6275	MBTPS2
G6276	YY2
G6277	SMS
G6278	PHEX
G6279	CBLL2
G6280	DDX53
G6281	PTCHD1
G6282	PRDX4
G6283	ACOT9
G6284	SAT1
G6285	APOO
G6286	CXorf58
G6287	KLHL15
G6288	EIF2S3
G6289	ZFX
G6290	PDK3
G6291	PCYT1B
G6292	POLA1
G6293	ARX
G6294	MAGEB18
G6295	MAGEB6
G6296	MAGEB10
G6297	DCAF8L1
G6298	IL1RAPL1
G6299	MAGEB2
G6300	MAGEB3
G6301	MAGEB4
G6302	MAGEB1
G6303	NR0B1
G6304	GK
G6305	TAB3
G6306	FTHL17
G6307	DMD
G6308	FAM47A
G6309	FAM47B
G6310	CFAP47
G6311	FAM47C
G6312	PRRG1
G6313	LANCL3
G6314	XK
G6315	CYBB
G6316	DYNLT3
G6317	H2AP
G6318	SYTL5
G6319	SRPX
G6320	RPGR
G6321	OTC
G6322	TSPAN7
G6323	BCOR
G6324	ATP6AP2
G6325	CXorf38
G6326	MED14
G6327	USP9X
G6328	DDX3X
G6329	NYX
G6330	CASK
G6331	GPR82
G6332	MAOA
G6333	MAOB
G6334	NDP
G6335	EFHC2
G6336	FUNDC1
G6337	DUSP21
G6338	KDM6A
G6339	DIPK2B
G6340	KRBOX4
G6341	ZNF674
G6342	CHST7
G6343	SLC9A7
G6344	RP2
G6345	JADE3
G6346	NDUFB11
G6347	RBM10
G6348	UBA1
G6349	INE1
G6350	CDK16
G6351	USP11
G6352	ZNF41
G6353	ARAF
G6354	SYN1
G6355	TIMP1
G6356	CFP
G6357	ELK1
G6358	CXXC1P1
G6359	ZNF81
G6360	ZNF182
G6361	ZNF630
G6362	SSX5
G6363	SSX1
G6364	SSX3
G6365	SLC38A5
G6366	FTSJ1
G6367	PORCN
G6368	EBP
G6369	TBC1D25
G6370	WDR13
G6371	WAS
G6372	SUV39H1
G6373	GLOD5
G6374	GATA1
G6375	HDAC6
G6376	PQBP1
G6377	TIMM17B
G6378	SLC35A2
G6379	PIM2
G6380	KCND1
G6381	GRIPAP1
G6382	TFE3
G6383	CCDC120
G6384	WDR45
G6385	GPKOW
G6386	PLP2
G6387	PRICKLE3
G6388	SYP
G6389	CACNA1F
G6390	CCDC22
G6391	FOXP3
G6392	PPP1R3F
G6393	PAGE1
G6394	USP27X
G6395	CLCN5
G6396	AKAP4
G6397	CCNB3
G6398	DGKK
G6399	SHROOM4
G6400	BMP15
G6401	GSPT2
G6402	MAGED1
G6403	MAGED4B
G6404	XAGE1B
G6405	GPR173
G6406	TSPYL2
G6407	KDM5C
G6408	IQSEC2
G6409	SMC1A
G6410	RIBC1
G6411	HSD17B10
G6412	HUWE1
G6413	PHF8
G6414	FAM120C
G6415	WNK3
G6416	TSR2
G6417	FGD1
G6418	GNL3L
G6419	ITIH6
G6420	MAGED2
G6421	TRO
G6422	PFKFB1
G6423	APEX2
G6424	ALAS2
G6425	PAGE3
G6426	MAGEH1
G6427	USP51
G6428	FOXR2
G6429	KLF8
G6430	UBQLN2
G6431	SPIN2A
G6432	FAAH2
G6433	ZXDA
G6434	ARHGEF9
G6435	AMER1
G6436	ASB12
G6437	MTMR8
G6438	ZC4H2
G6439	ZC3H12B
G6440	LAS1L
G6441	MSN
G6442	VSIG4
G6443	HEPH
G6444	EDA2R
G6445	AR
G6446	OPHN1
G6447	STARD8
G6448	EFNB1
G6449	PJA1
G6450	EDA
G6451	AWAT2
G6452	IGBP1
G6453	DGAT2L6
G6454	AWAT1
G6455	P2RY4
G6456	ARR3
G6457	RAB41
G6458	KIF4A
G6459	GDPD2
G6460	DLG3
G6461	TEX11
G6462	SLC7A3
G6463	FOXO4
G6464	CXorf65
G6465	IL2RG
G6466	MED12
G6467	NLGN3
G6468	GJB1
G6469	ZMYM3
G6470	NONO
G6471	ITGB1BP2
G6472	TAF1
G6473	OGT
G6474	CXCR3
G6475	NHSL2
G6476	RPS26P11
G6477	RTL5
G6478	PIN4
G6479	ERCC6L
G6480	RPS4X
G6481	CITED1
G6482	HDAC8
G6483	PHKA1
G6484	NAP1L6P
G6485	NAP1L2
G6486	CHIC1
G6487	XIST
G6488	ZCCHC13
G6489	SLC16A2
G6490	RLIM
G6491	NEXMIF
G6492	ABCB7
G6493	UPRT
G6494	ZDHHC15
G6495	MAGEE2
G6496	MAGEE1
G6497	FGF16
G6498	ATRX
G6499	MAGT1
G6500	COX7B
G6501	ATP7A
G6502	PGK1
G6503	PGAM4
G6504	TAF9B
G6505	CYSLTR1
G6506	RTL3
G6507	LPAR4
G6508	P2RY10
G6509	GPR174
G6510	ITM2A
G6511	TBX22
G6512	TENT5D
G6513	BRWD3
G6514	HMGN5
G6515	POU3F4
G6516	RPS6KA6
G6517	HDX
G6518	APOOL
G6519	SATL1
G6520	ZNF711
G6521	POF1B
G6522	CHM
G6523	DACH2
G6524	KLHL4
G6525	CPXCR1
G6526	PABPC5
G6527	PCDH11X
G6528	PCDH11Y
G6529	NAP1L3
G6530	FAM133A
G6531	DIAPH2
G6532	RPA4
G6533	PCDH19
G6534	TNMD
G6535	TSPAN6
G6536	SRPX2
G6537	SYTL4
G6538	CSTF2
G6539	NOX1
G6540	XKRX
G6541	TRMT2B
G6542	CENPI
G6543	DRP2
G6544	TAF7L
G6545	TIMM8A
G6546	BTK
G6547	RPL36A
G6548	GLA
G6549	HNRNPH2
G6550	ARMCX4
G6551	ARMCX1
G6552	ARMCX6
G6553	ARMCX3
G6554	ARMCX2
G6555	ZMAT1
G6556	TCEAL2
G6557	ARMCX5
G6558	GPRASP1
G6559	GPRASP2
G6560	RAB40AL
G6561	NXF3
G6562	BEX4
G6563	TCEAL8
G6564	TCEAL5
G6565	BEX2
G6566	RAB40A
G6567	TCEAL4
G6568	GLRA4
G6569	PLP1
G6570	RAB9B
G6571	H2BW1
G6572	ESX1
G6573	IL1RAPL2
G6574	TEX13A
G6575	NRK
G6576	SERPINA7
G6577	PWWP3B
G6578	RADX
G6579	RNF128
G6580	TBC1D8B
G6581	MORC4
G6582	RIPPLY1
G6583	CLDN2
G6584	RBM41
G6585	NUP62CL
G6586	DNAAF6
G6587	PRPS1
G6588	MID2
G6589	TEX13B
G6590	VSIG1
G6591	PSMD10
G6592	COL4A6
G6593	COL4A5
G6594	IRS4
G6595	GUCY2F
G6596	NXT2
G6597	KCNE5
G6598	ACSL4
G6599	AMMECR1
G6600	RTL9
G6601	CHRDL1
G6602	PAK3
G6603	CAPN6
G6604	DCX
G6605	ALG13
G6606	TRPC5
G6607	LHFPL1
G6608	AMOT
G6609	HTR2C
G6610	IL13RA2
G6611	LRCH2
G6612	LUZP4
G6613	PLS3
G6614	AGTR2
G6615	SLC6A14
G6616	KLHL13
G6617	WDR44
G6618	IL13RA1
G6619	ZCCHC12
G6620	LONRF3
G6621	PGRMC1
G6622	SLC25A43
G6623	SLC25A5
G6624	UBE2A
G6625	NKRF
G6626	SEPTIN6
G6627	RPL39
G6628	UPF3B
G6629	RNF113A
G6630	NDUFA1
G6631	AKAP14
G6632	NKAP
G6633	ZBTB33
G6634	ATP1B4
G6635	LAMP2
G6636	CUL4B
G6637	C1GALT1C1
G6638	CT47A7
G6639	CT47A6
G6640	CT47A4
G6641	CT47A3
G6642	CT47A2
G6643	CT47A1
G6644	GLUD2
G6645	GRIA3
G6646	THOC2
G6647	XIAP
G6648	STAG2
G6649	SH2D1A
G6650	TENM1
G6651	DCAF12L2
G6652	DCAF12L1
G6653	PRR32
G6654	ACTRT1
G6655	SMARCA1
G6656	OCRL
G6657	APLN
G6658	XPNPEP2
G6659	SASH3
G6660	ZDHHC9
G6661	BCORL1
G6662	ELF4
G6663	AIFM1
G6664	RAB33A
G6665	ZNF280C
G6666	SLC25A14
G6667	GPR119
G6668	RBMX2
G6669	DENND10P1
G6670	ENOX2
G6671	IGSF1
G6672	STK26
G6673	FRMD7
G6674	MBNL3
G6675	HS6ST2
G6676	USP26
G6677	TFDP3
G6678	GPC4
G6679	GPC3
G6680	PHF6
G6681	HPRT1
G6682	ZNF75D
G6683	ZNF449
G6684	INTS6L
G6685	CT45A5
G6686	CT45A2
G6687	SAGE1
G6688	SLC9A6
G6689	FHL1
G6690	MAP7D3
G6691	ADGRG4
G6692	HTATSF1
G6693	VGLL1
G6694	CD40LG
G6695	ARHGEF6
G6696	RBMX
G6697	GPR101
G6698	ZIC3
G6699	F9
G6700	MCF2
G6701	ATP11C
G6702	CXorf66
G6703	SOX3
G6704	MAGEC3
G6705	MAGEC1
G6706	MAGEC2
G6707	SPANXN4
G6708	SLITRK4
G6709	UBE2NL
G6710	SPANXN1
G6711	SLITRK2
G6712	FMR1
G6713	FMR1NB
G6714	AFF2
G6715	IDS
G6716	TMEM185A
G6717	MAGEA11
G6718	MAGEA8
G6719	MAMLD1
G6720	MTM1
G6721	MTMR1
G6722	CD99L2
G6723	HMGB3
G6724	GPR50
G6725	VMA21
G6726	PASD1
G6727	PRRG3
G6728	FATE1
G6729	CNGA2
G6730	MAGEA4
G6731	GABRE
G6732	GABRA3
G6733	GABRQ
G6734	MAGEA3
G6735	CSAG1
G6736	MAGEA12
G6737	NSDHL
G6738	ZNF185
G6739	PNMA5
G6740	PNMA3
G6741	PNMA6A
G6742	MAGEA1
G6743	ZNF275
G6744	TREX2
G6745	HAUS7
G6746	BGN
G6747	ATP2B3
G6748	CCNQ
G6749	SLC6A8
G6750	BCAP31
G6751	ABCD1
G6752	PLXNB3
G6753	SRPK3
G6754	SSR4
G6755	L1CAM
G6756	AVPR2
G6757	ARHGAP4
G6758	NAA10
G6759	RENBP
G6760	HCFC1
G6761	TMEM187
G6762	IRAK1
G6763	MECP2
G6764	OPN1LW
G6765	OPN1MW
G6766	TKTL1
G6767	FLNA
G6768	EMD
G6769	RPL10
G6770	DNASE1L1
G6771	ATP6AP1
G6772	GDI1
G6773	FAM50A
G6774	PLXNA3
G6775	SLC10A3
G6776	FAM3A
G6777	G6PD
G6778	IKBKG
G6779	CTAG2
G6780	GAB3
G6781	DKC1
G6782	MPP1
G6783	SMIM9
G6784	F8
G6785	MTCP1
G6786	BRCC3
G6787	VBP1
G6788	RAB39B
G6789	CLIC2
G6790	TMLHE
G6791	VAMP7
G6792	IL9R
G6793	SRY
G6794	ZFY
G6795	AMELY
G6796	TSPY1
G6797	USP9Y
G6798	DDX3Y
G6799	VCY
G6800	NLGN4Y
G6801	CDY2A
G6802	HSFY1
G6803	KDM5D
G6804	RPS4Y2
G6805	RBMY1A1
G6806	PRY
G6807	PRY2
G6808	BPY2
G6809	DAZ1
G6810	GOLGA2P2Y
G6811	CDY1
G6812	DAZ2
G6813	DAZ3
